product_id,sku_id,name,department_name,category_name,sub_category_name,brand_id,brand_name,link,image_url,stock,list_price,price,product_reference,sku_reference,specification_number,size,color,gender
2845730,2845732,Jean Mujer XYZ Jerel Bota Azul Talla 28,Moda,Mujer Venta Final,Jeans Mujer,3965,XYZ,https://www.oechsle.pe/jean-mujer-XYZ-jerel-bota-2845730/p,https://oechsle.vteximg.com.br/arquivos/ids/20945901/2845732.jpg?v=638797924694370000,7,129.00,79.95,2845730,2845732,11,28,Azul,Mujer
2846456,2846458,Jean Mujer XYZ Jerel Cropette Azul Talla 28,Moda,Mujer Venta Final,Jeans Mujer,3965,XYZ,https://www.oechsle.pe/jean-mujer-XYZ-jerel-cropette-2846456/p,https://oechsle.vteximg.com.br/arquivos/ids/20945933/2846458.jpg?v=638797963893970000,3,129.00,79.95,2846456,2846458,11,28,Azul,Mujer
2846468,2846470,Jean Mujer XYZ Jerel Ecru Beige Talla 28,Moda,Mujer Venta Final,Jeans Mujer,3965,XYZ,https://www.oechsle.pe/jean-mujer-XYZ-jerel-ecru-2846468/p,https://oechsle.vteximg.com.br/arquivos/ids/20945965/2846470.jpg?v=638797965236000000,8,129.00,79.95,2846468,2846470,10,28,Beige,Mujer
2816446,2816448,Jean Mujer Barrel XYZ AZUL 28,Moda,Mujer Venta Final,Jeans Mujer,3965,XYZ,https://www.oechsle.pe/jean-mujer-barrel-XYZ-2816446/p,https://oechsle.vteximg.com.br/arquivos/ids/20783239/2816448.jpg?v=638781401012270000,5,129.00,79.95,2816446,2816448,11,28,Azul,Mujer
2816440,2816442,Jean Mujer Campi XYZ NEGRO 28,Moda,Mujer Venta Final,Jeans Mujer,3965,XYZ,https://www.oechsle.pe/jean-mujer-campi-XYZ-2816440/p,https://oechsle.vteximg.com.br/arquivos/ids/20783231/2816442.jpg?v=638781400811770000,0,129.00,79.95,2816440,2816442,12,28,Negro,Mujer
2816419,2816421,Jean Mujer Navy XYZ AZUL 28,Moda,Mujer Venta Final,Jeans Mujer,3965,XYZ,https://www.oechsle.pe/jean-mujer-navy-XYZ-2816419/p,https://oechsle.vteximg.com.br/arquivos/ids/20498090/2816421.jpg?v=638750986910370000,0,129.00,79.95,2816419,2816421,12,28,Azul,Mujer
2816434,2816436,Jean Mujer Recto XYZ  AZUL 28,Moda,Mujer Venta Final,Jeans Mujer,3965,XYZ,https://www.oechsle.pe/jean-mujer-recto-XYZ-2816434/p,https://oechsle.vteximg.com.br/arquivos/ids/20783591/2816436.jpg?v=638781165243270000,1,129.00,79.95,2816434,2816436,11,28,Azul Claro,Mujer
2901080,2901082,Jean Mujer XYZ Laser 1 Azul Talla 28,Moda,Mujer,Jeans Mujer,3965,XYZ,https://www.oechsle.pe/jean-mujer-XYZ-laser-1-2901080/p,https://oechsle.vteximg.com.br/arquivos/ids/21495857/2901081.jpg?v=638869806380470000,6,129.00,129.00,2901080,2901082,11,28,Azul,Mujer
2828126,2828128,Jean Mujer XYZ Basic Denim 1 Azul Talla 28,Moda,Mujer,Jeans Mujer,3965,XYZ,https://www.oechsle.pe/jean-mujer-XYZ-basic-denim-1-2828126/p,https://oechsle.vteximg.com.br/arquivos/ids/21777139/2828128.jpg?v=638895901075470000,14,79.95,79.95,2828126,2828128,10,28,Azul,Mujer
2828126,2828136,Jean Mujer XYZ Basic Denim 1 Melange Talla 28,Moda,Mujer,Jeans Mujer,3965,XYZ,https://www.oechsle.pe/jean-mujer-XYZ-basic-denim-1-2828126/p,https://oechsle.vteximg.com.br/arquivos/ids/21777135/2828136.jpg?v=638895901061200000,17,79.95,79.95,2828126,2828136,10,28,Melange,Mujer
